created_at,full_text,sentiment,compound
Tue Feb 25 01:46:27 +0000 2025,A very cool photo. I’m grateful to Mr. Brown for his service and to President Macron for his continued effort to honor America’s greatest generation!,positive,0.9229
Sat Feb 22 12:10:53 +0000 2025,Truman fired McArthur. Obama fired McCrystal.   Civilian control of the military is “banana republic” according to this very thoughtful congressman.,negative,-0.6494
Sat Feb 22 00:43:24 +0000 2025,"Every bleeding-heart liberal I talk to about the Russia-Ukraine war wants to keep feeding bodies into the meat grinder forever.   They have no plan for success.   Superficial empathy, not real empathy.",negative,-0.34
Fri Feb 21 16:42:07 +0000 2025,"Behind the tough guy language, there is no argument here. What's the firepower advantage of the respective parties to the conflict? Manpower? How might that change with further NATO action, and how are you proposing to change it?  As it turns out, I'm right and Joshi is wrong,…",negative,-0.1381
Fri Feb 21 15:20:02 +0000 2025,"In this thread I'll respond to some of what I've seen out there. Let's start with Niall:  1) On the general background, yes, you have been more right than wrong on a lot of the details of the conflict. Which is why I'm surprised to hear you call the administration's posture…",negative,-0.2648
Fri Feb 21 15:10:18 +0000 2025,What Secretary Rubio is saying here is exactly right.,neutral,0.0
Fri Feb 21 12:54:11 +0000 2025,"For the record, @SenThomTillis was the most crucial Senate champion for @Kash_Patel.  Kash would not have gotten confirmed but for Tillis.",positive,0.3781
Thu Feb 20 19:35:35 +0000 2025,🔥🔥🔥,neutral,0.0
Thu Feb 20 17:11:19 +0000 2025,"It’s simple: American tax dollars should go to American citizens, not to illegal aliens.  The Trump Administration is getting control of the border and stopping this insanity in its tracks.",negative,-0.468
Thu Feb 20 13:39:35 +0000 2025,"This is moralistic garbage, which is unfortunately the rhetorical currency of the globalists because they have nothing else to say.   For three years, President Trump and I have made two simple arguments: first, the war wouldn't have started if President Trump was in office;…",negative,-0.8402
Tue Feb 18 22:11:21 +0000 2025,"Let's all say a prayer for Pope Francis, who appears to have some serious health issues.",negative,-0.0772
Tue Feb 18 20:08:37 +0000 2025,A cool tradition,positive,0.3182
Tue Feb 18 17:48:40 +0000 2025,Great piece from @DonaldJTrumpJr: Elbridge Colby Must Be Confirmed,positive,0.6249
Mon Feb 17 18:21:51 +0000 2025,"@mehdirhasan Yes dummy. I think there’s a difference between not giving a reporter a seat in the WH press briefing room and jailing people for dissenting views. The latter is a threat to free speech, the former is not. Hope that helps!",negative,-0.5136
Mon Feb 17 17:15:30 +0000 2025,Happy President’s Day to the GOAT,positive,0.5719
Mon Feb 17 12:40:49 +0000 2025,"Insulting someone is not a crime, and criminalizing speech is going to put real strain on European-US relationships.   This is Orwellian, and everyone in Europe and the US must reject this lunacy.",negative,-0.5023
Mon Feb 17 12:31:09 +0000 2025,"I admire Jay for his consistency in defending free speech. CJ’s case is an example of egregious censorship, and the free world should be repulsed by it. (Note that CJ is no fan or ideological ally of mine! But consistency matters).",positive,0.5562
Mon Feb 17 02:28:50 +0000 2025,"Under President Trump, American leadership is back. That includes free speech, bold diplomacy that puts our nation first, and peace through strength.  Made that clear during my interview with @FaceTheNation.",positive,0.9349
Sun Feb 16 20:14:03 +0000 2025,This is a crazy exchange.   Does the media really think the holocaust was caused by free speech?,positive,0.2263
Sat Feb 15 14:59:02 +0000 2025,"""This speech is everything that I went to war for, and I would do it a hundred times over for my kids to see this kind of no-BS leadership on the world stage.""  @JDVance crushed it!!!",negative,-0.8213
Sat Feb 15 13:17:01 +0000 2025,"NEW @thenatpulse: Trump Says Vance Is Right, Europe Is Losing Free Speech and Overrun by Migrant Crime.  President Donald J. Trump has backed Vic......  READ ON:",negative,-0.4019
Fri Feb 14 23:18:19 +0000 2025,Great speech by VP @JDVance!,positive,0.6588
Thu Feb 13 18:09:02 +0000 2025,"Attacking ⁦@ElbridgeColby⁩ is absurd. He’s supremely qualified and has argued for a China-first defense strategy for years. He’s smart and eloquent, ready to engage. @SenateGOP should rally around him and crush another attempt to smear a nominee.",positive,0.4939
Thu Feb 13 13:03:31 +0000 2025,"So proud of Tulsi, who will do a great job!",positive,0.831
Wed Feb 12 17:09:25 +0000 2025,Huge.,positive,0.3182
Wed Feb 12 16:58:31 +0000 2025,"Usha and I are extremely grateful to President @EmmanuelMacron and his wife, Brigitte, for hosting us at the Palais de l'Élysée for lunch yesterday.  America has a beautiful history of friendship with France, and we look forward to strengthening the bond between our countries.",positive,0.923
Wed Feb 12 14:16:13 +0000 2025,God bless Marc Fogel.   And God bless President Trump and Steve Witkoff for fighting so hard to secure his release.,positive,0.7962
Wed Feb 12 11:01:06 +0000 2025,"MUST WATCH: in Paris, JD Vance just delivered one of the most morally clear, pro-American, and courageous speeches you will see all about America’s global leadership on AI. 15 minutes of pure FIRE 🔥",positive,0.4846
Tue Feb 11 18:01:46 +0000 2025,"Prime Minister Modi was gracious and kind, and our kids really enjoyed the gifts. I’m grateful to him for the wonderful conversation.",positive,0.9538
Mon Feb 10 17:39:01 +0000 2025,"JD is correct about this, and his examples are exactly right.  Where the Executive has sole and plenary power under the Constitution--as in commanding military operations or exercising prosecutorial discretion--judges cannot constitutionally interfere.",neutral,0.0
Sun Feb 09 22:04:53 +0000 2025,"What if the judicial decision is lawless?  A key component of the constitutional framework is judicial modesty, which is backed up by the fact that the judiciary has nothing to compel obedience, except its credibility.   See, I’m a lawyer too, but the difference, Adam, is that…",neutral,0.0129
Sun Feb 09 20:32:55 +0000 2025,"Puppy bowl just showed a chihuahua-German shepherd mix and, uh, I’ve got questions.",neutral,0.0
Sun Feb 09 18:27:36 +0000 2025,What we're doing with the border is necessary to save the country. Glad to see the American people agree.,positive,0.8271
Sun Feb 09 15:13:26 +0000 2025,"If a judge tried to tell a general how to conduct a military operation, that would be illegal.  If a judge tried to command the attorney general in how to use her discretion as a prosecutor, that's also illegal.   Judges aren't allowed to control the executive's legitimate power.",negative,-0.802
Sun Feb 09 13:21:41 +0000 2025,"The difference between the two genders:   Headed to church, “Life is a Highway” comes on the radio.   4 year old boy: THIS IS A GREAT FIGHTING SONG!   3 year old girl: NO THIS IS A DANCING SONG   😂😂😂",negative,-0.1593
Sun Feb 09 00:04:28 +0000 2025,"Judicial interference with legitimate acts of state, especially the internal functioning of a co-equal branch, is a violation of the separation of powers.",negative,-0.4939
Fri Feb 07 22:06:23 +0000 2025,"🫡  He will be brought back.   To err is human, to forgive divine.",positive,0.6908
Fri Feb 07 16:26:59 +0000 2025,"Here’s my view:    I obviously disagree with some of Elez’s posts, but I don’t think stupid social media activity should ruin a kid’s life.   We shouldn’t reward journalists who try to destroy people. Ever.   So I say bring him back.   If he’s a bad dude or a terrible member of…",negative,-0.969
Thu Feb 06 02:59:08 +0000 2025,So pure and adorable 🥰 🇺🇸,positive,0.5367
Wed Feb 05 18:24:09 +0000 2025,“No one voted for Elon Musk.” (They did however vote for Donald Trump who promised repeatedly to have Elon Musk root out wasteful spending in our government.),positive,0.3612
Wed Feb 05 18:18:09 +0000 2025,I see Democrats are busy doing the people’s business.,neutral,0.0
Wed Feb 05 17:48:08 +0000 2025,"How did we get to the point where America is sending taxpayer dollars all over the world to NGOs that undermine religious freedom?  That is not what protecting religious liberty looks like, and it ends with this administration.",positive,0.836
Wed Feb 05 00:03:54 +0000 2025,Incredible news,neutral,0.0
Tue Feb 04 17:14:25 +0000 2025,When Elon and the team started I was very supportive but thought the waste and fraud would top out at $250 billion. The real number will end up much higher.,negative,-0.7582
Mon Feb 03 19:47:35 +0000 2025,"VP @JDVance in East Palestine, OH on the 2nd anniversary of the train derailment:  ""President Trump wanted to deliver a message that this community will not be forgotten, will not be left behind, and we're in it for the long haul... The environmental cleanup has to get done.""",positive,0.1695
Mon Feb 03 16:01:03 +0000 2025,"For three days a lot of the far left has actively rooted against America and argued we’d get nothing out of President Trunp’s demands that Mexico secure its country.   Well, how do you like them apples?",positive,0.7003
Mon Feb 03 15:09:41 +0000 2025,"Career bureaucrats don’t get to violate lawful orders from the President of the United States. They answer to the president, and he answers to the people.   Really not that complicated.",negative,-0.1027
Sun Feb 02 20:41:52 +0000 2025,"Just had an excellent conversation with @SenToddYoung.   I stand corrected.   Senator Young will be a great ally in restoring power to the people from the vast, unelected bureaucracy.",positive,0.875
Sun Feb 02 20:17:36 +0000 2025,"Poor, sad Mexico. International drug cartels operate freely within their borders and Mexico can’t do anything about it.   It is “childish, magical” thinking to expect our southern neighbor to have barely functioning law enforcement.",negative,-0.5106
Sun Feb 02 16:44:46 +0000 2025,"Mexico sends ton of fentanyl into our country. Canada has seen a massive increase in fentanyl trafficking across its border. There are three ways of stopping this. The first is ask nicely, which we’ve done. It’s gone nowhere.   Now we’re on to the consequences phase.",positive,0.5574
Sun Feb 02 15:59:10 +0000 2025,"Mexico and China have been taking advantage of the United States for decades.  Finally, we have a president in Donald Trump who is ready to look out for American citizens and impose some consequences to show these countries that we're not going to be taken advantage of.",positive,0.7269
Sun Feb 02 00:57:42 +0000 2025,"Memo to the press:   When a president is elected by the People and then does what he promised to do, that’s democracy.   When a president is thwarted by unelected bureaucrats, that’s oligarchy.   President Trump refuses to bend the knee to that oligarchy. Buckle up!",positive,0.4003
Sat Feb 01 02:27:51 +0000 2025,Very sad situation. May God bless the victims and their families.,negative,-0.2006
Fri Jan 31 16:58:14 +0000 2025,Great to see Ric Grenell in my office at the West Wing yesterday!,positive,0.6588
Thu Jan 30 15:33:29 +0000 2025,Amazing. Sen. Thom Thillis flashes the K$H Bingo card openly mocking exactly what buzzwords he expects from Democrats during Kash Patel's confirmation hearing.,positive,0.2732
Thu Jan 30 12:34:42 +0000 2025,"A heartbreaking tragedy for Wichita, and for our entire country.   “Eternal rest grant unto them, O Lord, and let perpetual light shine upon them.”",negative,-0.7096
Thu Jan 30 03:08:43 +0000 2025,"Please say a prayer for everyone involved in the mid-air collision near Reagan airport this evening. We're monitoring the situation, but for now let's hope for the best.",positive,0.8898
Thu Jan 30 02:28:46 +0000 2025,Such a beautiful family! Congrats to our new Secretary of Transportation. He'll do a great job.,positive,0.9134
Wed Jan 29 20:11:44 +0000 2025,"In their own way, both Tulsi Gabbard and RFK Jr. represent parts of the new coalition in our party.   To say they’re unwelcome in the cabinet is to insult those new voters.   To reject their confirmation is to reject the idea that President Trump decides his cabinet.",negative,-0.8271
Tue Jan 28 23:40:40 +0000 2025,"Congrats and well done to @karolineleavitt on her first press briefing. She killed it up there, and gave voice to a lot of voices in new media who are actually driving the news.",neutral,0.0
Tue Jan 28 21:16:38 +0000 2025,Thanks for the ride Mr. Vice President!,positive,0.4926
Tue Jan 28 18:41:57 +0000 2025,The lies keep coming. The press seems to have an unlimited supply.,negative,-0.4215
Tue Jan 28 18:41:28 +0000 2025,It’s like they’re trying to make us look cool.,positive,0.5859
Tue Jan 28 13:02:03 +0000 2025,"Ive seen the pictures of children crying as their parents are deported. Here’s a picture of my friend’s 3 year old, Maddie Hines, who was senselessly killed by an illegal criminal. He put this poor family through an entire trial, was unapologetic the whole time even when given…",negative,-0.9597
Mon Jan 27 12:39:31 +0000 2025,So good,positive,0.4927
Sun Jan 26 20:53:14 +0000 2025,The Socialist President of Colombia failed to understand that President Trump isn’t Joe Biden.,negative,-0.5106
Sun Jan 26 16:40:20 +0000 2025,"We live in the greatest country in the world. When disaster strikes, Americans ought to expect more out of their federal government.  Tomorrow, I'll return to Damascus, VA to check on their cleanup from Hurricane Helene and we'll continue to do so until they've fully recovered.",negative,-0.34
Sun Jan 26 01:30:43 +0000 2025,Was thrilled to have played a role in making this official. Congrats Pete!,positive,0.8398
Sat Jan 25 13:56:12 +0000 2025,Look at this ENDLESS crowd at the March for Life in Washington DC.   This is INCREDIBLE 🙏🏻✝️,neutral,0.0
Sat Jan 25 02:32:31 +0000 2025,I thought I was done voting in the senate 😂,neutral,0.0
Fri Jan 24 20:41:32 +0000 2025,I was thrilled to join the March for Life this year!,positive,0.6588
Fri Jan 24 20:41:14 +0000 2025,"I want everyone to stop and appreciate how fortunate we all are to have Vice President JD Vance, the second-highest ranking official in the country, proudly speaking at the March for Life to advocate for protecting the unborn and making it easier and more affordable for couples…",positive,0.8779
Thu Jan 23 21:56:04 +0000 2025,🚨HUGE BREAKING: Trump is expected to pardon 10 pro-life activists persecuted by the Biden DOJ and imprisoned under the FACE Act:  Lauren Handy (57 months in prison) John Hinshaw (21 months) Jonathan Darnell (34 months) Herb Geraghty (27 months) Jean Marshall (24 months) Joan…,negative,-0.4588
Thu Jan 23 15:47:22 +0000 2025,"My kids are settling in to the Vice President's official residence, and I just want to say: thank you to the American people.   While we don't own this property, it is a beautiful home for our three little kids. We are grateful, and will take good care of it.",positive,0.9413
Thu Jan 23 15:25:48 +0000 2025,An illegal alien with 17 criminal convictions really hates President Trump for sending him back to Haiti. He's grateful to Biden for letting him come here.  I'm glad we're deporting him.   Do you agree or would you like him as your neighbor?,neutral,-0.0498
Thu Jan 23 12:56:50 +0000 2025,"This is extraordinary, and in the worst way.",negative,-0.6249
Wed Jan 22 22:49:48 +0000 2025,One of the coolest moments of my life,neutral,0.0
Wed Jan 22 14:15:42 +0000 2025,Not tired of winning yet!,negative,-0.1685
Tue Jan 21 00:02:18 +0000 2025,All illegal aliens seeking entry into the United States should turn back now. Anyone entering the United States without authorization faces prosecution and expulsion.,positive,0.5615
Sun Jan 19 00:14:50 +0000 2025,Hey Joe if we’re doing fake shit on the way out can you declare Pete Rose into the Hall of Fame?   See you in two days!,negative,-0.6239
Fri Jan 17 22:54:10 +0000 2025,"Earlier today, I called Jon Husted to congratulate him on his appointment to the United States Senate. Look forward to working with both Jon and Bernie Moreno to Make America Great Again! 🇺🇸",positive,0.8858
Fri Jan 17 15:32:07 +0000 2025,The fact that this application exists is the most underreported scandal of the Biden admin.   They made an application to facilitate illegal immigration.  It boggles the mind.,negative,-0.7769
Wed Jan 15 23:24:22 +0000 2025,This is an extraordinary exchange. Future AG Bondi making us all proud.,positive,0.4767
Wed Jan 15 21:31:29 +0000 2025,"Mike Pence fired me when my daughter was two months old, because @StephenM was employed by President Trump and refused to quit when he asked. Mike Pence doesn’t practice what he preaches when it comes to family values, he only does it when it’s politically expedient. The American…",negative,-0.4767
Wed Jan 15 15:36:23 +0000 2025,"""Right"" 🤣  Pam Bondi is crushing it.",negative,-0.3612
Wed Jan 15 15:33:42 +0000 2025,That this person is a professor at Yale is actually an embarrassment,negative,-0.4404
Wed Jan 15 15:14:37 +0000 2025,"Contrary to the assertion in the New Yorker article, I never turned down a meeting with Mr. Hegseth’s accuser.  I was never contacted by her or her attorney.",neutral,0.0
Tue Jan 14 23:34:50 +0000 2025,"Civil disorder. Disorderly conduct. Parading/picketing. Uttering loud, threatening, or abusive language. Interfering with police. Willfully entering any room with intent to disrupt the orderly conduct of official business.  Will Matthew Graves prosecute?",negative,-0.9349
Tue Jan 14 18:31:11 +0000 2025,A powerful point.,positive,0.4215
Tue Jan 14 16:49:45 +0000 2025,"I find this grandstanding from Senate Democrats over the Hegseth confirmation perplexing.   We haven't won a war in three decades and we have a major recruitment challenge.   Hegseth is assuredly NOT more of the same, and that's good!",positive,0.7383
Tue Jan 14 15:20:17 +0000 2025,"Pete Hegseth thinks the ""diveristy"" obsession is bad, and Senate Democrats are using this as a critique of him.   I already liked the guy, Dems, you don't have to convince me further!",negative,-0.6288
Tue Jan 14 14:44:07 +0000 2025,Hegseth at Confirmation Hearing: My Only Special Interest Is the Warfighter,positive,0.6908
Tue Jan 14 13:52:42 +0000 2025,Pete Hegseth will crush it today. Say a prayer for him and for the country--he's the Secretary of Defense we all need!,negative,-0.1007
Mon Jan 13 20:52:04 +0000 2025,"Hegseth was 'incredibly talented, battle-proven leader,' military evaluations show",positive,0.5563
Mon Jan 13 14:04:19 +0000 2025,This is wild.,neutral,0.0
Sun Jan 12 15:59:52 +0000 2025,"I wish Joe Biden all the best, but the fact is he has left the incoming administration with a dumpster fire.  President Trump is going to have to put it out, but that's exactly what he's good at.",positive,0.5106
Sun Jan 12 15:16:49 +0000 2025,"First of all, I donated to the to the J6 political prisoner fund and got ROASTED for it during my senate race. I've been defending these guys for years.  Second, there were federal informants in the crowd. Do they get a pardon? I don't think so. The president saying he'll look at…",negative,-0.296
Fri Jan 10 16:24:39 +0000 2025,"America faces a recruiting crisis in our military and multiple zones of danger, including at our southern border. We need strong leadership at DoD and we need it now.  The Senate must confirm Pete Hegseth, and do so quickly.",negative,-0.6369
Fri Jan 10 13:46:42 +0000 2025,"You’re a great soldier, a great Senator, a great friend, and you’ll be a great Vice President.   Thank you for dedicating your life to serving our country, @JDVance.",positive,0.9723
Fri Jan 10 13:41:44 +0000 2025,"This is an extremely vivid and heartbreaking example of what people in California have lost. Please say a prayer for our fellow Americans, many of whom lost everything.",negative,-0.6771
Fri Jan 10 01:59:06 +0000 2025,Feeling is mutual!,positive,0.2003
Thu Jan 09 13:19:46 +0000 2025,You guys are such insufferable dorks.,negative,-0.128
Wed Jan 08 18:38:43 +0000 2025,"Donald Trump was mocked for sounding the alarm on the California water/fire crisis during his interview with Joe Rogan.  Turns out, he was right.  Trump spent nearly 7 minutes ranting about the issue, blasting Newsom for doing nothing to fix the problem.  Trump specifically…",negative,-0.8885
Mon Jan 06 20:07:36 +0000 2025,It’s an honor of a lifetime to be a part of certifying the election of President Donald J. Trump and Vice President-elect @JDVance!,positive,0.5411
Sun Jan 05 18:09:36 +0000 2025,"Micheal Keaton should have won an Oscar for ""Multiplicity""",positive,0.5719
Sat Jan 04 21:41:15 +0000 2025,Looking forward to Biden giving the Presidential Medal of Freedom (posthumously) to Pol Pot and Count Dracula.,positive,0.8658
Fri Jan 03 18:46:14 +0000 2025,I was proud to stand with ⁦@berniemoreno⁩ and ⁦@DaveMcCormickPA⁩ as they were sworn in to the US Senate. Congrats to them and to all of our new senators!,positive,0.7777
Thu Jan 02 19:02:50 +0000 2025,"I’m not endorsing a party in the German elections, as it’s not my country and we hope to have good relations with all Germans. But this is an interesting piece.   Also interesting; American media slanders AfD as Nazi-lite, But AfD is most popular in the same areas of Germany that…",positive,0.9261
Wed Jan 01 15:51:53 +0000 2025,Heartbreaking violence last night in New Orleans. Such a beautiful and great American city. May God bless the victims and their families.,positive,0.5423
Wed Jan 01 05:03:46 +0000 2025,Happy new year!,positive,0.6114
Tue Dec 31 20:08:44 +0000 2024,Community Notes wins again,positive,0.5719
Tue Dec 31 19:37:17 +0000 2024,"I am admittedly biased, but I'm biased because Marc is a good dude.   I don't believe Pearlstein's slander for a second.",positive,0.1655
Tue Dec 31 14:50:51 +0000 2024,"We just won a Historic Landslide and Mandate from the American People, but Senate Democrats are organizing to improperly stall and delay the confirmation process of many of our Great Nominees. They will try all sorts of tricks starting very soon. Republicans must not allow them…",positive,0.2734
Sun Dec 29 22:31:21 +0000 2024,Jimmy Carter dedicated his life to serving this country. Our thoughts and prayers go out to his loved ones. May he Rest in Peace.,positive,0.886
Fri Dec 27 23:23:03 +0000 2024,".@JDVance said it best:   “One of the things you hear people say sometimes is that America is an idea. America is not just an idea. It is a group of people with a shared history and a common future. It is, in short, a nation.”",positive,0.765
Wed Dec 25 01:31:09 +0000 2024,Baking some Vance family biscuits with the world’s best three-year-old sous chef. Merry Christmas everyone!,positive,0.8398
Mon Dec 23 15:03:40 +0000 2024,"Very odd that this happened, as Scalia died before Trump ever served as President.  (This is a supposed expert on “propaganda.”)",negative,-0.7346
Thu Dec 19 22:50:23 +0000 2024,"President Trump commits big time to eliminating government waste during his next administration.   So of course, Democrat leadership is whining that they're not getting their 1,500 page spending bill before his inauguration.",negative,-0.5574
Wed Dec 18 21:28:54 +0000 2024,A statement from President Donald J. Trump and Vice President-Elect JD Vance:  The most foolish and inept thing ever done by Congressional Republicans was allowing our country to hit the debt ceiling in 2025. It was a mistake and is now something that must be addressed.…,negative,-0.7425
Wed Dec 18 17:22:35 +0000 2024,What should you do?   Accept it as a sweet gesture and stop being a weirdo.   Or: consider that the woman praying for her neighbors has it more figured out than the person whining to the paper.,positive,0.296
Mon Dec 16 13:25:26 +0000 2024,"My Dad on the left…My great grandmother on my Dad’s side was a Vance from Glasgow,KY. I think I’m related to the VP Elect🇺🇸 ⁦Hey @JDVance⁩ when’s the family reunion?",positive,0.6249
Sun Dec 15 02:49:56 +0000 2024,🇺🇸🇺🇸🇺🇸,neutral,0.0
Fri Dec 13 14:16:43 +0000 2024,"Daniel’s a good guy, and New York’s mob district attorney tried to ruin his life for having a backbone.    I’m grateful he accepted my invitation and hope he’s able to have fun and appreciate how much his fellow citizens admire his courage.",positive,0.9545
Fri Dec 13 13:37:48 +0000 2024,"Barack Obama was also Time’s person of the year.  So was Bill Clinton.   One of President Trump’s great contributions to American society is revealing that many of our respected career bureaucrats are, in fact, fools.",positive,0.6124
Thu Dec 12 21:02:43 +0000 2024,"For those keeping score at home, this was labeled a dangerous conspiracy theory months ago.",negative,-0.7579
Thu Dec 12 15:01:36 +0000 2024,“It’s 9:48am shouldn’t you be making money?!” @JDVance on the Trading Room floor 🤣🇺🇸,neutral,0.0
Thu Dec 12 13:54:20 +0000 2024,Ready to ring the bell on the New York Stock Exchange. President Trump will lead a great American comeback!,positive,0.784
Wed Dec 11 20:26:44 +0000 2024,"You were misled by a bureaucrat. That's actually a story, just not the one you wanted to print.   The effort to tank Hegseth's nomination is one of the most coordinated smear campaigns I've ever seen in DC.",negative,-0.4173
Wed Dec 11 14:38:53 +0000 2024,It was great to see our next Vice President @JDVance last night.  Great things to come!,positive,0.8588
Tue Dec 10 17:12:01 +0000 2024,"An honour to catch up with incoming Vice-President @JDVance. At a fraught time, America is blessed to have leadership of such calibre.",positive,0.8225
Tue Dec 10 16:28:30 +0000 2024,The endorsements that really matter.,positive,0.101
Mon Dec 09 18:11:41 +0000 2024,I have not said much about this case out of fear of (negatively) influencing the jury.   But thank God justice was done in this case. It was a scandal Penny was ever prosecuted in the first place.,positive,0.2846
Mon Dec 09 13:43:57 +0000 2024,Turns out Phil Mickelson is super based and I am HERE FOR IT.,positive,0.5994
Sun Dec 08 13:36:31 +0000 2024,"Opposition fighters in Syria, in an unprecedented move, have totally taken over numerous cities, in a highly coordinated offensive, and are now on the outskirts of Damascus, obviously preparing to make a very big move toward taking out Assad. Russia, because they are so tied up…",negative,-0.539
Sun Dec 08 02:15:01 +0000 2024,"Great to see the leader of the UK conservatives, ⁦@KemiBadenoch⁩ during her trip to the US. We discussed many topics, but I was unable to persuade her that coffee is much better than tea. Cheers, Kemi!",positive,0.8966
Fri Dec 06 22:13:14 +0000 2024,"Usha and I spent the day in Western NC visiting with families and first responders affected by the storms and the flooding.  We will never forget you, and we will work hard in the coming months and years to help you rebuild.   God bless you North Carolina and we'll see you soon!",positive,0.762
Fri Dec 06 15:08:01 +0000 2024,"Bridge Colby makes a great point here. The ""advice and consent"" power of the senate is not a blanket veto authority.  The problem at DoD is that we keep losing wars, procurement is broken, and morale is so low we have a recruitment crisis.   Pete was nominated to fix this.",negative,-0.9196
Fri Dec 06 13:41:01 +0000 2024,"Led by President Trump, we're fighting for Pete Hegseth. And we're doing so because Pete Hegseth wil fight for our troops.  For too long, the Pentagon has been led by people who lose wars. Pete Hegseth is a man who fought in those wars.  We've got his back.",negative,-0.946
Fri Dec 06 13:31:23 +0000 2024,"Canada has seen a number of church burnings in recent years thanks to anti-Christian bigotry.   All over the world, Christians are the most persecuted religious group.   Jamil is speaking the truth. Shame on journalists who refuse to see what's obvious.",negative,-0.3384
Fri Dec 06 01:27:03 +0000 2024,Congrats to @DavidSacks!,positive,0.5707
Thu Dec 05 21:54:12 +0000 2024,Huge. Thanks to Katie for her leadership.,positive,0.6369
Wed Dec 04 13:34:50 +0000 2024,"Pete Hegseth's mom on Fox and Friends this morning defending her son. She points out that she sent an emotional email, and then apologized two hours later.   The media never talks about the apology because they're trying to destroy him, not tell the truth.",positive,0.1872
Sun Dec 01 21:50:23 +0000 2024,And he hasn’t even been inaugurated yet,neutral,0.0
Sun Dec 01 19:01:50 +0000 2024,John Bolton has been wrong about everything so I guess Kash must be pretty awesome.,positive,0.6369
Sun Dec 01 02:03:16 +0000 2024,"Anyone who tries to argue that Kash Patel is not qualified for FBI director role is wrong. He served as a top attorney for House Intelligence Committee, then led counterterrorism efforts for the White House in the first Trump term. He is the definition of qualified for the job.",negative,-0.1531
Sat Nov 30 21:18:04 +0000 2024,"To the OSU seniors on that team:   I know it sucks to lose four to Michigan, but for your entire college career you guys have conducted yourselves like champions. I speak for nearly all of us fans when I say: we’re proud of you!",positive,0.8932
Sat Nov 30 16:07:14 +0000 2024,She’s so proud of publishing a 6 year old private email between a mother and her son that she’s offering you a way around the NYT paywall.   President Trump is right about scum like this — #EnemyOfThePeople,positive,0.7089
Thu Nov 28 20:02:23 +0000 2024,"Happy Thanksgiving everyone! Despite our challenges, we remain the greatest nation in the world, and I'm very grateful for it--and for all of you!",positive,0.911
Tue Nov 26 01:01:02 +0000 2024,It’s important for our friends and neighbors to not let poison into our country. If they fail to meet this basic obligation they’re going to pay up.,positive,0.431
Mon Nov 25 18:58:45 +0000 2024,"If Donald J. Trump had lost an election, he may very well have spent the rest of his life in prison.  These prosecutions were always political. Now it's time to ensure what happened to President Trump never happens in this country again.",negative,-0.1548
Sun Nov 24 14:24:53 +0000 2024,"Senator @Eric_Schmitt: ""Pam Bondi is a smart, capable, tough person who I think is going to restore respect in that department.""  WELKER: ""So she has your vote, Senator?""  SCHMITT: ""Oh absolutely... This is a home run by President Trump.""",positive,0.8442
Sun Nov 24 13:49:29 +0000 2024,😂,neutral,0.0
Thu Nov 21 20:28:57 +0000 2024,I’m extremely grateful for the work Matt put into the nomination process. He made his decision to withdraw entirely out of respect for President Trump’s administration. Matt is a patriot and I look forward to seeing what he does next.,positive,0.7688
Wed Nov 20 15:14:03 +0000 2024,Donald J. Trump just won a major electoral victory. His coattails turned a 49-51 senate to a 53-47 senate.  He deserves a cabinet that is loyal to the agenda he was elected to implement.,positive,0.7783
Tue Nov 19 22:26:18 +0000 2024,Congrats to Howard on this nomination!,positive,0.5707
Tue Nov 19 14:35:16 +0000 2024,Thank you @SheehyforMT. I’m grateful for your support and continued service to our great nation.  🇺🇸,positive,0.9062
Tue Nov 19 13:40:18 +0000 2024,🤣🤣🤣,neutral,0.0
Mon Nov 18 01:25:22 +0000 2024,Saying true things about American public policy? The horror!,negative,-0.2942
Fri Nov 15 22:12:04 +0000 2024,"They're attacking Pete Hegseth for having a Christian motto tattooed on his arm. This is disgusting anti-Christian bigotry from the AP, and the entire organization should be ashamed of itself.",negative,-0.8591
Fri Nov 15 12:19:04 +0000 2024,"I am thrilled to announce Robert F. Kennedy Jr. as The United States Secretary of Health and Human Services (HHS). For too long, Americans have been crushed by the industrial food complex and drug companies who have engaged in deception, misinformation, and disinformation when it…",positive,0.1027
Thu Nov 14 21:24:50 +0000 2024,Robert F Kennedy Jr will be The Secretary of Health and Human Services! Promises Made Promises Kept 🇺🇸🇺🇸🇺🇸,positive,0.6696
Thu Nov 14 00:51:46 +0000 2024,"The main issue with Matt Gaetz is that he used his office to prosecute his political opponents and authorized federal agents to harass parents who were peacefully protesting at school board meetings.  Oh wait, that's actually Merrick Garland, the current attorney general.",negative,-0.6486
Mon Nov 11 16:29:30 +0000 2024,Eric is one of the best. He'll be a tremendous help to the president as we work to stop the weaponization of government against American citizens.,positive,0.6908
Mon Nov 11 16:02:58 +0000 2024,This is another fantastic pick by the president. Congrats @StephenM!,positive,0.807
Mon Nov 11 15:50:27 +0000 2024,Congratulations @RealTomHoman on being given responsibility for enforcing our borders!,positive,0.636
Mon Nov 11 14:58:01 +0000 2024,"Thank you to all the veterans out there for putting on this country's uniform. In a country blessed with incredible natural resources, perhaps the most valuable resource we have is that millions of people are willing to serve in uniform.   We are grateful to you!",positive,0.9391
Sun Nov 10 15:47:10 +0000 2024,Happy Birthday to my fellow Marines! 249 years and counting!,positive,0.6467
